card_id,review_time,review_rating,review_state,review_duration,tag
5827,1748934310425,3,0,17918,#!詞彙連結
6264,1748934321285,4,1,2969,#!詞彙連結
4551,1748944800484,4,0,1723,#!國考題
1436,1748944832021,4,0,21111,#!國考題
4438,1748944848985,4,0,12208,#!國考題
3392,1748944881732,3,0,20443,#!國考題
1569,1748944917297,3,0,8272,#!國考題
3255,1748944925165,4,0,1047,#!國考題
1787,1748944958954,2,0,10821,#!國考題
4480,1748944978642,4,0,12598,#!國考題
3077,1748945003782,4,0,12935,#!國考題
4513,1748945016840,4,0,4293,#!國考題
3575,1748945034766,3,0,6200,#!國考題
3621,1748945062922,2,0,12563,#!國考題
1513,1748945093155,4,0,8525,#!國考題
4553,1748945107106,4,0,7589,#!國考題
3280,1748945148221,4,0,21694,#!國考題
2421,1748945189606,2,0,22619,#!國考題
3358,1748945201658,4,1,2084,#!國考題
4448,1748945243345,2,0,24161,#!國考題
3601,1748945327077,4,0,14601,#!國考題
3002,1748945375197,4,0,34348,#!國考題
3681,1748945431028,4,0,48360,#!國考題
2536,1748945479151,4,0,29474,#!國考題
2704,1748945587298,2,0,79412,#!國考題
1617,1748945617427,4,0,11520,#!國考題
1502,1748945698855,4,0,61063,#!國考題
2661,1748945764677,3,0,49394,#!國考題
4538,1748945781456,4,0,5698,#!國考題
3307,1748945823592,4,0,19252,#!國考題
4474,1748945835142,4,0,2802,#!國考題
3652,1748945870896,2,0,13528,#!國考題
3260,1748945920224,4,0,12816,#!國考題
3557,1748946010984,4,0,72247,#!國考題
3674,1748946095701,4,0,41489,#!國考題
3187,1748946171611,2,0,46065,#!國考題
3333,1748946213672,4,0,24629,#!國考題
1737,1748946230945,4,0,10829,#!國考題
3529,1748946266593,4,0,19108,#!國考題
3170,1748946286137,4,0,11592,#!國考題
2410,1748946311181,4,0,16094,#!國考題
4021,1748946322289,4,0,3088,#!國考題
3265,1748946366698,4,0,39584,#!國考題
3229,1748946805797,4,0,400110,#!國考題
3446,1748946853266,4,0,30367,#!國考題
3241,1748946870733,4,0,1828,#!國考題
3436,1748946876898,4,0,1025,#!國考題
3213,1748946906367,2,0,9831,#!國考題
3283,1748946979675,3,0,56129,#!國考題
3166,1748947141565,4,0,6516,#!國考題
1567,1748947178892,4,0,24575,#!國考題
4512,1748947216836,4,0,15579,#!國考題
3202,1748947269531,4,0,35114,#!國考題
